TIP_DATETIME,ORIGIN,MASS,TRUCK_ID,ROCKY_RATIO
2024-07-24T11:28:30.000000,ZONE4,270.8,DT2,2.509
2024-07-24T11:32:30.000000,ZONE14,248.7,DT5,4.052
2024-07-24T11:35:30.000000,ZONE4,248.2,DT9,2.509
2024-07-24T11:39:30.000000,ZONE14,228.2,DT29,4.052
2024-07-24T11:43:30.000000,ZONE4,277.6,DT2,2.509
2024-07-24T11:51:30.000000,ZONE4,258.399,DT9,2.509
2024-07-24T11:55:30.000000,ZONE14,243.3,DT21,4.052
2024-07-24T11:58:30.000000,ZONE4,271.9,DT2,2.509
2024-07-24T12:03:30.000000,ZONE4,260.6,DT9,2.509
2024-07-24T12:11:30.000000,ZONE4,279.4,DT2,2.509
2024-07-24T12:19:30.000000,ZONE4,251.3,DT9,2.509
2024-07-24T12:26:30.000000,ZONE4,268.3,DT1,2.509
2024-07-24T12:32:30.000000,ZONE25,223.8,DT17,1.056
2024-07-24T12:35:30.000000,ZONE4,250.7,DT2,2.509
2024-07-24T12:39:30.000000,ZONE25,237.5,DT33,1.056
2024-07-24T12:43:30.000000,ZONE4,264.1,DT9,2.509
2024-07-24T12:47:30.000000,ZONE25,243.9,DT25,1.056
2024-07-24T12:51:30.000000,ZONE25,232.6,DT4,1.056
2024-07-24T12:57:30.000000,ZONE4,238.1,DT1,2.509
2024-07-24T13:00:30.000000,ZONE4,249.5,DT2,2.509
2024-07-24T13:04:30.000000,ZONE25,266.399,DT34,1.056
2024-07-24T13:08:30.000000,ZONE4,242.2,DT5,2.509
2024-07-24T13:11:30.000000,ZONE25,251.0,DT10,1.056
2024-07-24T13:15:30.000000,ZONE25,264.2,DT21,1.056
2024-07-24T13:20:30.000000,ZONE25,258.3,DT11,1.056
2024-07-24T13:23:30.000000,ZONE7,260.5,DT33,2.05
2024-07-24T13:27:30.000000,ZONE25,275.4,DT4,1.056
2024-07-24T13:32:30.000000,ZONE25,228.0,DT7,1.056
2024-07-24T13:35:30.000000,ZONE7,252.4,DT23,2.05
2024-07-24T13:39:30.000000,ZONE25,232.3,DT15,1.056
2024-07-24T13:43:30.000000,ZONE24,246.8,DT28,1.053
2024-07-24T13:47:30.000000,ZONE25,259.4,DT22,1.056
2024-07-24T13:52:30.000000,ZONE25,265.1,DT24,1.056
2024-07-24T14:14:30.000000,ZONE24,262.8,DT20,1.053
2024-07-24T14:19:30.000000,ZONE7,262.899,DT7,2.05
2024-07-24T14:23:30.000000,ZONE24,244.3,DT23,1.053
2024-07-24T14:28:30.000000,ZONE24,256.9,DT27,1.053
2024-07-24T14:32:30.000000,ZONE4,244.9,DT10,2.509
2024-07-24T14:35:30.000000,ZONE4,253.0,DT11,2.509
2024-07-24T14:39:30.000000,ZONE4,252.2,DT21,2.509
2024-07-24T14:46:30.000000,ZONE4,257.9,DT11,2.509
2024-07-24T14:51:30.000000,ZONE4,262.3,DT21,2.509
2024-07-24T14:56:30.000000,ZONE24,231.8,DT28,1.053
2024-07-24T14:59:30.000000,ZONE4,239.2,DT11,2.509
2024-07-24T15:03:30.000000,ZONE4,260.3,DT21,2.509
2024-07-24T15:09:30.000000,ZONE4,252.6,DT22,2.509
2024-07-24T15:12:30.000000,ZONE27,260.9,DT7,2.043
2024-07-24T15:16:30.000000,ZONE4,258.3,DT21,2.509
2024-07-24T15:20:30.000000,ZONE24,245.9,DT27,1.053
2024-07-24T15:24:30.000000,ZONE14,276.1,DT24,4.052
2024-07-24T15:27:30.000000,ZONE24,243.1,DT10,1.053
2024-07-24T15:33:30.000000,ZONE4,269.5,DT22,2.509
2024-07-24T15:38:30.000000,ZONE24,219.0,DT25,1.053
2024-07-24T15:41:30.000000,ZONE4,263.3,DT21,2.509
2024-07-24T15:45:30.000000,ZONE28,218.5,DT34,1.065
2024-07-24T15:48:30.000000,ZONE10,208.6,DT23,1.055
2024-07-24T15:51:30.000000,ZONE8,254.7,DT22,2.432
2024-07-24T15:55:30.000000,ZONE8,243.1,DT21,2.432
2024-07-24T16:02:30.000000,ZONE28,240.2,DT11,1.065
2024-07-24T16:05:30.000000,ZONE8,263.3,DT22,2.432
2024-07-24T16:08:30.000000,ZONE8,256.9,DT21,2.432
2024-07-24T16:21:30.000000,ZONE8,243.5,DT22,2.432
2024-07-24T16:24:30.000000,ZONE8,256.1,DT21,2.432
2024-07-24T16:27:30.000000,ZONE28,252.1,DT15,1.065
2024-07-24T16:32:30.000000,ZONE10,250.5,DT9,1.055
2024-07-24T16:36:30.000000,ZONE8,233.4,DT22,2.432
2024-07-24T16:39:30.000000,ZONE10,257.5,DT20,1.055
2024-07-24T16:44:30.000000,ZONE8,246.1,DT21,2.432
2024-07-24T16:48:30.000000,ZONE28,242.4,DT18,1.065
2024-07-24T16:53:30.000000,ZONE8,236.4,DT22,2.432
2024-07-24T16:56:30.000000,ZONE7,247.4,DT24,2.05
2024-07-24T17:00:30.000000,ZONE7,244.3,DT11,2.05
2024-07-24T17:04:30.000000,ZONE28,250.5,DT19,1.065
2024-07-24T17:15:30.000000,ZONE8,246.5,DT22,2.432
2024-07-24T17:18:30.000000,ZONE8,229.8,DT23,2.432
2024-07-24T17:25:30.000000,ZONE14,252.4,DT15,4.052
2024-07-24T17:28:30.000000,ZONE7,239.8,DT7,2.05
2024-07-24T17:32:30.000000,ZONE24,225.2,DT21,1.053
2024-07-24T17:36:30.000000,ZONE24,242.7,DT6,1.053
2024-07-24T17:40:30.000000,ZONE14,233.5,DT18,4.052
2024-07-24T17:44:30.000000,ZONE24,237.4,DT24,1.053
2024-07-24T17:50:30.000000,ZONE8,232.9,DT15,2.432
2024-07-24T17:53:30.000000,ZONE24,237.4,DT22,1.053
2024-07-24T18:01:30.000000,ZONE8,235.2,DT15,2.432
2024-07-24T18:06:30.000000,ZONE28,247.8,DT23,1.065
2024-07-24T18:15:30.000000,ZONE8,237.5,DT15,2.432
2024-07-24T18:30:30.000000,ZONE28,243.9,DT17,1.065
2024-07-24T18:33:30.000000,ZONE28,241.3,DT11,1.065
2024-07-24T18:41:30.000000,ZONE28,243.3,DT20,1.065
2024-07-24T18:44:30.000000,ZONE28,238.4,DT31,1.065
2024-07-24T18:51:30.000000,ZONE8,270.2,DT11,2.432
2024-07-24T18:56:30.000000,ZONE28,242.2,DT10,1.065
2024-07-24T18:59:30.000000,ZONE14,248.7,DT23,4.052
2024-07-24T18:15:30.000000,ZONE8,255.5,DT15,2.432
2024-07-24T19:11:30.000000,ZONE8,243.1,DT11,2.432
2024-07-24T19:14:30.000000,ZONE27,240.0,DT16,2.043
2024-07-24T19:19:30.000000,ZONE28,250.4,DT22,1.065
2024-07-24T19:23:30.000000,ZONE8,233.2,DT11,2.432
2024-07-24T19:31:30.000000,ZONE27,251.3,DT31,2.043
2024-07-24T19:34:30.000000,ZONE28,244.5,DT20,1.065
2024-07-24T19:38:30.000000,ZONE8,264.3,DT11,2.432
2024-07-24T19:42:30.000000,ZONE28,262.9,DT6,1.065
2024-07-24T19:50:30.000000,ZONE8,236.6,DT11,2.432
2024-07-24T20:01:30.000000,ZONE8,236.2,DT11,2.432
2024-07-24T20:04:30.000000,ZONE28,244.9,DT16,1.065
2024-07-24T20:14:30.000000,ZONE28,231.1,DT31,1.065
2024-07-24T20:17:30.000000,ZONE8,239.1,DT11,2.432
2024-07-24T20:21:30.000000,ZONE28,220.9,DT25,1.065
2024-07-24T20:27:30.000000,ZONE14,239.8,DT27,4.052
2024-07-24T20:29:30.000000,ZONE8,244.2,DT11,2.432
2024-07-24T20:41:30.000000,ZONE24,218.5,DT18,1.053
2024-07-24T20:44:30.000000,ZONE8,237.4,DT11,2.432
2024-07-24T20:48:30.000000,ZONE24,227.7,DT23,1.053
2024-07-24T20:52:30.000000,ZONE14,234.1,DT10,4.052
2024-07-24T20:56:30.000000,ZONE24,231.2,DT9,1.053
2024-07-24T21:07:30.000000,ZONE24,227.7,DT22,1.053
2024-07-24T21:13:30.000000,ZONE8,244.3,DT11,2.432
2024-07-24T21:16:30.000000,ZONE24,236.9,DT7,1.053
2024-07-24T21:21:30.000000,ZONE24,226.6,DT20,1.053
2024-07-24T21:30:30.000000,ZONE27,251.1,DT24,2.043
2024-07-24T21:33:30.000000,ZONE24,260.4,DT18,1.053
2024-07-24T21:37:30.000000,ZONE24,243.0,DT10,1.053
2024-07-24T21:41:30.000000,ZONE27,251.8,DT6,2.043
2024-07-24T21:45:30.000000,ZONE8,244.4,DT11,2.432
2024-07-24T21:49:30.000000,ZONE8,250.2,DT19,2.432
2024-07-24T21:52:30.000000,ZONE14,227.0,DT16,4.052
2024-07-24T21:56:30.000000,ZONE8,253.7,DT25,2.432
2024-07-24T22:36:30.000000,ZONE8,242.0,DT25,2.432
2024-07-24T22:55:30.000000,ZONE27,204.5,DT4,2.043
2024-07-24T23:03:30.000000,ZONE27,199.0,DT26,2.043
2024-07-24T22:55:30.000000,ZONE27,232.6,DT4,2.043
2024-07-24T23:15:30.000000,ZONE5,282.0,DT25,2.203
2024-07-24T23:03:30.000000,ZONE27,236.2,DT26,2.043
2024-07-24T23:20:30.000000,ZONE5,256.5,DT11,2.203
2024-07-24T23:27:30.000000,ZONE5,242.8,DT25,2.203
2024-07-24T23:33:30.000000,ZONE5,256.3,DT11,2.203
2024-07-25T00:33:30.000000,ZONE5,246.0,DT25,2.203
2024-07-25T00:37:30.000000,ZONE5,256.4,DT19,2.203
2024-07-25T00:41:30.000000,ZONE5,234.5,DT20,2.203
2024-07-25T00:45:30.000000,ZONE5,240.6,DT25,2.203
2024-07-25T00:50:30.000000,ZONE5,244.6,DT19,2.203
2024-07-25T00:57:30.000000,ZONE5,270.4,DT20,2.203
2024-07-25T01:03:30.000000,ZONE5,254.0,DT25,2.203
2024-07-25T01:09:30.000000,ZONE5,272.1,DT19,2.203
2024-07-25T01:12:30.000000,ZONE26,241.4,DT33,1.051
2024-07-25T01:17:30.000000,ZONE5,245.1,DT20,2.203
2024-07-25T01:20:30.000000,ZONE16,266.5,DT22,1.052
2024-07-25T01:25:30.000000,ZONE5,254.5,DT25,2.203
2024-07-25T01:28:30.000000,ZONE16,257.3,DT15,1.052
2024-07-25T01:33:30.000000,ZONE5,234.5,DT19,2.203
2024-07-25T01:37:30.000000,ZONE5,244.4,DT20,2.203
2024-07-25T01:41:30.000000,ZONE29,272.0,DT8,1.063
2024-07-25T01:48:30.000000,ZONE5,257.2,DT19,2.203
2024-07-25T01:52:30.000000,ZONE29,254.6,DT33,1.063
2024-07-25T01:56:30.000000,ZONE14,224.8,DT27,4.052
2024-07-25T01:58:30.000000,ZONE5,256.5,DT20,2.203
2024-07-25T02:02:30.000000,ZONE5,253.4,DT19,2.203
2024-07-25T02:15:30.000000,ZONE7,264.3,DT31,2.05
2024-07-25T02:19:30.000000,ZONE5,236.4,DT20,2.203
2024-07-25T02:22:30.000000,ZONE5,236.7,DT19,2.203
2024-07-25T02:26:30.000000,ZONE7,250.2,DT1,2.05
2024-07-25T02:30:30.000000,ZONE26,230.2,DT15,1.051
2024-07-25T02:34:30.000000,ZONE5,237.8,DT20,2.203
2024-07-25T02:38:30.000000,ZONE5,241.3,DT19,2.203
2024-07-25T02:43:30.000000,ZONE29,258.6,DT26,1.063
2024-07-25T02:47:30.000000,ZONE29,268.5,DT9,1.063
2024-07-25T02:51:30.000000,ZONE5,255.7,DT20,2.203
2024-07-25T02:55:30.000000,ZONE7,250.1,DT10,2.05
2024-07-25T02:59:30.000000,ZONE25,244.3,DT22,1.056
2024-07-25T03:03:30.000000,ZONE7,236.8,DT33,2.05
2024-07-25T03:07:30.000000,ZONE5,247.4,DT19,2.203
2024-07-25T03:15:30.000000,ZONE5,265.2,DT12,2.203
2024-07-25T03:18:30.000000,ZONE25,244.2,DT31,1.056
2024-07-25T03:22:30.000000,ZONE5,264.7,DT20,2.203
2024-07-25T03:28:30.000000,ZONE25,245.5,DT28,1.056
2024-07-25T03:32:30.000000,ZONE7,226.5,DT9,2.05
2024-07-25T03:35:30.000000,ZONE7,239.4,DT18,2.05
2024-07-25T03:40:30.000000,ZONE16,233.0,DT16,1.052
2024-07-25T03:44:30.000000,ZONE7,243.6,DT33,2.05
2024-07-25T03:52:30.000000,ZONE5,246.6,DT25,2.203
2024-07-25T03:49:30.000000,ZONE16,255.5,DT19,1.052
2024-07-25T04:05:30.000000,ZONE7,240.5,DT31,2.05
2024-07-25T04:10:30.000000,ZONE16,265.3,DT1,1.052
2024-07-25T04:01:30.000000,ZONE7,238.9,DT23,2.05
2024-07-25T04:13:30.000000,ZONE7,244.4,DT14,2.05
2024-07-25T04:18:30.000000,ZONE29,237.1,DT24,1.063
2024-07-25T04:27:30.000000,ZONE5,261.5,DT25,2.203
2024-07-25T04:30:30.000000,ZONE29,226.9,DT27,1.063
2024-07-25T04:44:30.000000,ZONE7,257.9,DT8,2.05
2024-07-25T04:49:30.000000,ZONE7,247.1,DT10,2.05
2024-07-25T04:54:30.000000,ZONE29,239.6,DT22,1.063
2024-07-25T05:06:30.000000,ZONE6,265.3,DT22,2.211
2024-07-25T05:10:30.000000,ZONE7,251.4,DT30,2.05
2024-07-25T05:15:30.000000,ZONE29,239.7,DT26,1.063
2024-07-25T05:19:30.000000,ZONE6,233.6,DT22,2.211
2024-07-25T05:32:30.000000,ZONE9,238.7,DT25,3.059
2024-07-25T05:35:30.000000,ZONE6,247.2,DT32,2.211
2024-07-25T05:39:30.000000,ZONE29,238.3,DT1,1.063
2024-07-25T05:43:30.000000,ZONE6,217.9,DT13,2.211
2024-07-25T05:47:30.000000,ZONE9,233.8,DT27,3.059
2024-07-25T06:00:30.000000,ZONE8,240.2,DT13,2.432
2024-07-25T06:04:30.000000,ZONE8,255.9,DT27,2.432
2024-07-25T06:07:30.000000,ZONE9,239.5,DT14,3.059
2024-07-25T06:19:30.000000,ZONE8,259.7,DT5,2.432
2024-07-25T06:22:30.000000,ZONE8,243.9,DT13,2.432
2024-07-25T06:26:30.000000,ZONE8,248.8,DT17,2.432
2024-07-25T06:30:30.000000,ZONE7,241.4,DT31,2.05
2024-07-25T06:35:30.000000,ZONE8,254.3,DT5,2.432
2024-07-25T06:38:30.000000,ZONE8,251.2,DT17,2.432
2024-07-25T06:47:30.000000,ZONE7,247.5,DT30,2.05
2024-07-25T06:50:30.000000,ZONE8,246.4,DT5,2.432
2024-07-25T06:54:30.000000,ZONE7,242.1,DT27,2.05
2024-07-25T06:58:30.000000,ZONE8,247.1,DT17,2.432
2024-07-25T07:19:30.000000,ZONE8,255.4,DT19,2.432
2024-07-25T07:21:30.000000,ZONE8,256.3,DT5,2.432
2024-07-25T07:26:30.000000,ZONE9,236.7,DT23,3.059
2024-07-25T07:30:30.000000,ZONE9,239.2,DT31,3.059
2024-07-25T07:34:30.000000,ZONE8,241.3,DT19,2.432
2024-07-25T07:38:30.000000,ZONE9,251.7,DT30,3.059
2024-07-25T07:42:30.000000,ZONE9,224.1,DT25,3.059
2024-07-25T07:46:30.000000,ZONE9,257.0,DT28,3.059
2024-07-25T07:50:30.000000,ZONE8,239.3,DT19,2.432
2024-07-25T07:53:30.000000,ZONE9,242.7,DT5,3.059
2024-07-25T07:57:30.000000,ZONE9,243.2,DT15,3.059
2024-07-25T08:02:30.000000,ZONE8,235.8,DT19,2.432
2024-07-25T08:15:30.000000,ZONE9,259.6,DT32,3.059
2024-07-25T08:19:30.000000,ZONE9,225.2,DT13,3.059
2024-07-25T08:23:30.000000,ZONE8,240.4,DT19,2.432
2024-07-25T08:26:30.000000,ZONE9,253.4,DT18,3.059
2024-07-25T08:31:30.000000,ZONE9,250.7,DT28,3.059
2024-07-25T08:35:30.000000,ZONE8,232.4,DT19,2.432
2024-07-25T08:46:30.000000,ZONE9,248.9,DT29,3.059
2024-07-25T08:51:30.000000,ZONE9,241.5,DT17,3.059
2024-07-25T09:02:30.000000,ZONE8,246.1,DT19,2.432
2024-07-25T09:11:30.000000,ZONE8,248.2,DT19,2.432
2024-07-25T09:10:30.000000,ZONE9,206.3,DT18,3.059
2024-07-25T09:10:30.000000,ZONE9,228.7,DT18,3.059
2024-07-25T09:27:30.000000,ZONE9,240.5,DT20,3.059
2024-07-25T09:11:30.000000,ZONE8,238.1,DT19,2.432
2024-07-25T09:43:30.000000,ZONE9,224.6,DT31,3.059
2024-07-25T09:44:30.000000,ZONE9,198.5,DT15,3.059
2024-07-25T09:47:30.000000,ZONE8,267.4,DT19,2.432
2024-07-25T10:04:30.000000,ZONE9,228.5,DT5,3.059
2024-07-25T10:07:30.000000,ZONE9,231.0,DT29,3.059
2024-07-25T10:18:30.000000,ZONE4,257.7,DT5,2.509
2024-07-25T10:24:30.000000,ZONE4,248.0,DT29,2.509
2024-07-25T10:28:30.000000,ZONE4,256.4,DT19,2.509
2024-07-25T10:35:30.000000,ZONE4,262.6,DT5,2.509
2024-07-25T10:42:30.000000,ZONE4,251.5,DT19,2.509
2024-07-25T10:45:30.000000,ZONE9,251.8,DT5,3.059
2024-07-25T10:50:30.000000,ZONE16,253.1,DT13,1.052
2024-07-25T10:54:30.000000,ZONE4,253.2,DT1,2.509
2024-07-25T10:58:30.000000,ZONE16,259.3,DT31,1.052
2024-07-25T11:04:30.000000,ZONE4,262.0,DT19,2.509
2024-07-25T11:07:30.000000,ZONE16,252.6,DT18,1.052
2024-07-25T11:11:30.000000,ZONE4,274.4,DT1,2.509
2024-07-25T11:22:30.000000,ZONE4,251.4,DT18,2.509
2024-07-25T11:26:30.000000,ZONE16,267.7,DT20,1.052
2024-07-25T11:31:30.000000,ZONE16,255.5,DT15,1.052
2024-07-25T11:35:30.000000,ZONE29,63.0,DT6,1.063
2024-07-25T11:38:30.000000,ZONE4,252.6,DT18,2.509
2024-07-25T11:42:30.000000,ZONE4,261.7,DT15,2.509
2024-07-25T11:48:30.000000,ZONE4,244.7,DT6,2.509
2024-07-25T11:55:30.000000,ZONE4,253.4,DT18,2.509
2024-07-25T12:00:30.000000,ZONE9,257.8,DT23,3.059
2024-07-25T12:06:30.000000,ZONE4,258.3,DT18,2.509
2024-07-25T12:11:30.000000,ZONE4,258.7,DT23,2.509
2024-07-25T12:16:30.000000,ZONE9,261.9,DT28,3.059
2024-07-25T12:20:30.000000,ZONE9,252.0,DT17,3.059
2024-07-25T12:24:30.000000,ZONE4,259.7,DT18,2.509
2024-07-25T12:36:30.000000,ZONE9,268.5,DT32,3.059
2024-07-25T12:40:30.000000,ZONE4,242.0,DT6,2.509
2024-07-25T12:44:30.000000,ZONE9,263.0,DT5,3.059
2024-07-25T12:49:30.000000,ZONE4,252.3,DT18,2.509
2024-07-25T12:52:30.000000,ZONE9,264.2,DT29,3.059
2024-07-25T12:56:30.000000,ZONE4,262.5,DT32,2.509
2024-07-25T13:00:30.000000,ZONE9,265.0,DT28,3.059
2024-07-25T13:04:30.000000,ZONE4,256.3,DT18,2.509
2024-07-25T13:09:30.000000,ZONE27,227.5,DT19,2.043
2024-07-25T13:12:30.000000,ZONE27,247.1,DT17,2.043
2024-07-25T13:28:30.000000,ZONE27,240.9,DT25,2.043
2024-07-25T13:31:30.000000,ZONE4,267.4,DT18,2.509
2024-07-25T13:35:30.000000,ZONE11,230.2,DT15,4.057
2024-07-25T13:39:30.000000,ZONE9,256.6,DT20,3.059
2024-07-25T13:43:30.000000,ZONE4,243.5,DT18,2.509
2024-07-25T13:51:30.000000,ZONE9,259.3,DT31,3.059
2024-07-25T13:55:30.000000,ZONE9,253.0,DT23,3.059
2024-07-25T13:59:30.000000,ZONE4,261.4,DT18,2.509
2024-07-25T14:02:30.000000,ZONE9,266.7,DT5,3.059
2024-07-25T14:07:30.000000,ZONE9,277.1,DT7,3.059
2024-07-25T14:12:30.000000,ZONE4,248.5,DT18,2.509
2024-07-25T14:17:30.000000,ZONE9,262.8,DT33,3.059
2024-07-25T14:21:30.000000,ZONE9,246.3,DT13,3.059
2024-07-25T14:27:30.000000,ZONE4,253.6,DT18,2.509
2024-07-25T14:30:30.000000,ZONE9,271.6,DT1,3.059
2024-07-25T14:35:30.000000,ZONE26,234.5,DT12,1.051
2024-07-25T14:40:30.000000,ZONE4,239.2,DT1,2.509
2024-07-25T14:45:30.000000,ZONE9,268.7,DT23,3.059
2024-07-25T14:51:30.000000,ZONE4,242.1,DT1,2.509
2024-07-25T14:58:30.000000,ZONE4,251.6,DT26,2.509
2024-07-25T15:01:30.000000,ZONE9,256.7,DT7,3.059
2024-07-25T15:06:30.000000,ZONE4,251.3,DT1,2.509
2024-07-25T15:10:30.000000,ZONE9,248.4,DT19,3.059
2024-07-25T15:14:30.000000,ZONE7,256.0,DT13,2.05
2024-07-25T15:18:30.000000,ZONE7,268.5,DT18,2.05
2024-07-25T15:22:30.000000,ZONE4,247.6,DT1,2.509
2024-07-25T15:29:30.000000,ZONE7,258.6,DT27,2.05
2024-07-25T15:33:30.000000,ZONE7,250.8,DT23,2.05
2024-07-25T15:38:30.000000,ZONE4,258.0,DT1,2.509
2024-07-25T15:42:30.000000,ZONE7,255.2,DT12,2.05
2024-07-25T15:46:30.000000,ZONE11,248.2,DT32,4.057
2024-07-25T15:57:30.000000,ZONE26,250.0,DT6,1.051
2024-07-25T16:00:30.000000,ZONE10,241.7,DT5,1.055
2024-07-25T16:08:30.000000,ZONE26,237.7,DT28,1.051
2024-07-25T16:11:30.000000,ZONE10,243.6,DT27,1.055
2024-07-25T16:35:30.000000,ZONE11,239.2,DT1,4.057
2024-07-25T16:40:30.000000,ZONE30,259.5,DT33,1.993
